episode,player,total_reward,steps_played,won
6542_B,B,-3.0,15.0,W
6543_W,W,984.0,28.0,W
6543_B,B,-15.0,25.0,W
6544_W,W,999.0,13.0,W
6544_B,B,-4.0,14.0,W
6545_W,W,994.0,16.0,W
6545_B,B,-6.0,14.0,W
6546_W,W,995.0,17.0,W
6546_B,B,-12.0,22.0,W
6547_W,W,2.0,8.0,B
6547_B,B,999.0,11.0,B
6548_W,W,1000.0,12.0,W
6548_B,B,2.0,8.0,W
6549_W,W,987.0,27.0,W
6549_B,B,-21.0,33.0,W
6550_W,W,989.0,21.0,W
6550_B,B,-4.0,12.0,W
6551_W,W,992.0,18.0,W
6551_B,B,-1.0,9.0,W
6552_W,W,-1006.0,18.0,B
6552_B,B,-3.0,13.0,B
6553_W,W,987.0,25.0,W
6553_B,B,-6.0,16.0,W
6554_W,W,-1.0,13.0,B
6554_B,B,969.0,43.0,B
6555_W,W,-13.0,23.0,B
6555_B,B,1002.0,8.0,B
6556_W,W,993.0,19.0,W
6556_B,B,1.0,9.0,W
6557_W,W,-1.0,11.0,B
6557_B,B,999.0,11.0,B
6558_W,W,3.0,5.0,B
6558_B,B,999.0,9.0,B
6559_W,W,-3.0,9.0,B
6559_B,B,997.0,9.0,B
6560_W,W,-23.0,33.0,B
6560_B,B,996.0,14.0,B
6561_W,W,-2.0,8.0,B
6561_B,B,997.0,9.0,B
6562_W,W,992.0,20.0,W
6562_B,B,-9.0,19.0,W
6563_W,W,-4.0,14.0,B
6563_B,B,991.0,19.0,B
6564_W,W,994.0,20.0,W
6564_B,B,-1.0,13.0,W
6565_W,W,997.0,9.0,W
6565_B,B,-1.0,5.0,W
6566_W,W,-10.0,22.0,W
6566_B,B,-1003.0,15.0,W
6567_W,W,-2.0,14.0,B
6567_B,B,993.0,19.0,B
6568_W,W,-1.0,13.0,B
6568_B,B,982.0,30.0,B
6569_W,W,2.0,12.0,B
6569_B,B,997.0,17.0,B
6570_W,W,990.0,24.0,W
6570_B,B,-24.0,36.0,W
6571_W,W,996.0,14.0,W
6571_B,B,-6.0,14.0,W
6572_W,W,-3.0,15.0,B
6572_B,B,996.0,16.0,B
6573_W,W,997.0,15.0,W
6573_B,B,-7.0,17.0,W
6574_W,W,996.0,14.0,W
6574_B,B,-7.0,15.0,W
6575_W,W,989.0,23.0,W
6575_B,B,-35.0,45.0,W
6576_W,W,989.0,21.0,W
6576_B,B,-10.0,18.0,W
6577_W,W,-8.0,20.0,B
6577_B,B,994.0,18.0,B
6578_W,W,-1.0,13.0,B
6578_B,B,1001.0,11.0,B
6579_W,W,993.0,17.0,W
6579_B,B,0.0,8.0,W
6580_W,W,0.0,8.0,B
6580_B,B,998.0,10.0,B
6581_W,W,-7.0,19.0,B
6581_B,B,993.0,19.0,B
6582_W,W,992.0,20.0,W
6582_B,B,-11.0,21.0,W
6583_W,W,993.0,19.0,W
6583_B,B,-2.0,12.0,W
6584_W,W,1001.0,13.0,W
6584_B,B,-2.0,14.0,W
6585_W,W,-2.0,10.0,B
6585_B,B,1003.0,5.0,B
6586_W,W,-1.0,9.0,B
6586_B,B,999.0,9.0,B
6587_W,W,-1.0,7.0,B
6587_B,B,1002.0,4.0,B
6588_W,W,-8.0,20.0,B
6588_B,B,999.0,13.0,B
6589_W,W,-5.0,17.0,B
6589_B,B,995.0,17.0,B
6590_W,W,1000.0,8.0,W
6590_B,B,-2.0,8.0,W
6591_W,W,1001.0,5.0,W
6591_B,B,2.0,2.0,W
6592_W,W,997.0,13.0,W
6592_B,B,-8.0,16.0,W
6593_W,W,0.0,6.0,B
6593_B,B,985.0,21.0,B
6594_W,W,-2.0,10.0,B
6594_B,B,1004.0,4.0,B
6595_W,W,1004.0,6.0,W
6595_B,B,0.0,8.0,W
6596_W,W,968.0,44.0,W
6596_B,B,-10.0,20.0,W
6597_W,W,-5.0,13.0,B
6597_B,B,999.0,9.0,B
6598_W,W,995.0,15.0,W
6598_B,B,-2.0,10.0,W
6599_W,W,-21.0,33.0,B
6599_B,B,986.0,26.0,B
6600_W,W,993.0,15.0,W
6600_B,B,3.0,3.0,W
6601_W,W,1.0,9.0,B
6601_B,B,999.0,11.0,B
6602_W,W,-4.0,16.0,B
6602_B,B,999.0,13.0,B
6603_W,W,995.0,19.0,W
6603_B,B,-8.0,20.0,W
6604_W,W,997.0,15.0,W
6604_B,B,-7.0,17.0,W
6605_W,W,996.0,16.0,W
6605_B,B,-5.0,15.0,W
6606_W,W,1000.0,8.0,W
6606_B,B,0.0,6.0,W
6607_W,W,1000.0,8.0,W
6607_B,B,-3.0,9.0,W
6608_W,W,-1007.0,19.0,B
6608_B,B,1.0,9.0,B
6609_W,W,992.0,20.0,W
6609_B,B,1.0,9.0,W
6610_W,W,994.0,18.0,W
6610_B,B,3.0,7.0,W
6611_W,W,984.0,30.0,W
6611_B,B,2.0,10.0,W
6612_W,W,989.0,21.0,W
6612_B,B,-3.0,11.0,W
6613_W,W,-3.0,11.0,B
6613_B,B,997.0,11.0,B
6614_W,W,0.0,10.0,W
6614_B,B,-1011.0,21.0,W
6615_W,W,1004.0,6.0,W
6615_B,B,0.0,8.0,W
6616_W,W,997.0,13.0,W
6616_B,B,-2.0,10.0,W
6617_W,W,1.0,9.0,W
6617_B,B,-1005.0,15.0,W
6618_W,W,994.0,12.0,W
6618_B,B,-15.0,19.0,W
6619_W,W,-3.0,9.0,B
6619_B,B,990.0,16.0,B
6620_W,W,988.0,24.0,W
6620_B,B,1.0,9.0,W
6621_W,W,0.0,6.0,B
6621_B,B,998.0,8.0,B
6622_W,W,991.0,21.0,W
6622_B,B,-3.0,13.0,W
6623_W,W,2.0,6.0,B
6623_B,B,999.0,9.0,B
6624_W,W,-3.0,13.0,B
6624_B,B,998.0,12.0,B
6625_W,W,-4.0,12.0,B
6625_B,B,971.0,37.0,B
6626_W,W,-3.0,17.0,B
6626_B,B,995.0,19.0,B
6627_W,W,1000.0,6.0,W
6627_B,B,0.0,4.0,W
6628_W,W,1001.0,5.0,W
6628_B,B,-4.0,8.0,W
6629_W,W,994.0,18.0,W
6629_B,B,4.0,6.0,W
6630_W,W,-1007.0,17.0,B
6630_B,B,-13.0,21.0,B
6631_W,W,1.0,9.0,B
6631_B,B,1002.0,8.0,B
6632_W,W,994.0,18.0,W
6632_B,B,2.0,8.0,W
6633_W,W,-1.0,11.0,B
6633_B,B,999.0,11.0,B
6634_W,W,995.0,15.0,W
6634_B,B,-1.0,9.0,W
6635_W,W,988.0,20.0,W
6635_B,B,-7.0,13.0,W
6636_W,W,-2.0,8.0,B
6636_B,B,1002.0,4.0,B
6637_W,W,997.0,13.0,W
6637_B,B,-3.0,11.0,W
6638_W,W,-9.0,19.0,B
6638_B,B,995.0,15.0,B
6639_W,W,5.0,7.0,B
6639_B,B,1004.0,8.0,B
6640_W,W,1000.0,12.0,W
6640_B,B,-1.0,11.0,W
6641_W,W,987.0,23.0,W
6641_B,B,2.0,6.0,W
6642_W,W,-1.0,13.0,B
6642_B,B,986.0,26.0,B
6643_W,W,997.0,17.0,W
6643_B,B,-19.0,31.0,W
6644_W,W,1005.0,7.0,W
6644_B,B,1.0,9.0,W
6645_W,W,1004.0,4.0,W
6645_B,B,0.0,6.0,W
6646_W,W,1000.0,8.0,W
6646_B,B,-3.0,9.0,W
6647_W,W,-6.0,16.0,B
6647_B,B,987.0,23.0,B
6648_W,W,-17.0,29.0,B
6648_B,B,993.0,19.0,B
6649_W,W,-5.0,17.0,B
6649_B,B,999.0,13.0,B
6650_W,W,-40.0,52.0,B
6650_B,B,994.0,18.0,B
6651_W,W,991.0,15.0,W
6651_B,B,-4.0,8.0,W
6652_W,W,995.0,17.0,W
6652_B,B,-3.0,13.0,W
6653_W,W,1.0,7.0,B
6653_B,B,976.0,32.0,B
6654_W,W,-4.0,14.0,B
6654_B,B,1002.0,8.0,B
6655_W,W,2.0,6.0,B
6655_B,B,1000.0,8.0,B
6656_W,W,999.0,9.0,W
6656_B,B,-8.0,14.0,W
6657_W,W,995.0,15.0,W
6657_B,B,-9.0,17.0,W
6658_W,W,992.0,16.0,W
6658_B,B,0.0,6.0,W
6659_W,W,989.0,23.0,W
6659_B,B,-7.0,17.0,W
6660_W,W,-11.0,19.0,B
6660_B,B,995.0,13.0,B
6661_W,W,3.0,9.0,B
6661_B,B,991.0,21.0,B
6662_W,W,-14.0,22.0,B
6662_B,B,987.0,21.0,B
6663_W,W,-7.0,19.0,B
6663_B,B,993.0,19.0,B
6664_W,W,999.0,11.0,W
6664_B,B,3.0,5.0,W
6665_W,W,-3.0,11.0,B
6665_B,B,999.0,9.0,B
6666_W,W,994.0,18.0,W
6666_B,B,2.0,8.0,W
6667_W,W,-10.0,22.0,B
6667_B,B,996.0,16.0,B
6668_W,W,1001.0,5.0,W
6668_B,B,-2.0,6.0,W
6669_W,W,-1.0,7.0,B
6669_B,B,999.0,7.0,B
6670_W,W,1000.0,8.0,W
6670_B,B,-4.0,10.0,W
6671_W,W,-11.0,19.0,B
6671_B,B,1000.0,8.0,B
6672_W,W,-2.0,12.0,B
6672_B,B,992.0,18.0,B
6673_W,W,992.0,18.0,W
6673_B,B,-2.0,10.0,W
6674_W,W,4.0,4.0,B
6674_B,B,995.0,13.0,B
6675_W,W,999.0,13.0,W
6675_B,B,0.0,10.0,W
6676_W,W,998.0,10.0,W
6676_B,B,-5.0,11.0,W
6677_W,W,1002.0,10.0,W
6677_B,B,-15.0,25.0,W
6678_W,W,1006.0,6.0,W
6678_B,B,-3.0,13.0,W
6679_W,W,994.0,12.0,W
6679_B,B,-2.0,6.0,W
6680_W,W,997.0,11.0,W
6680_B,B,-7.0,13.0,W
6681_W,W,-2.0,14.0,B
6681_B,B,964.0,48.0,B
6682_W,W,0.0,10.0,B
6682_B,B,996.0,14.0,B
6683_W,W,1003.0,5.0,W
6683_B,B,-1.0,7.0,W
6684_W,W,-9.0,21.0,B
6684_B,B,995.0,17.0,B
6685_W,W,2.0,10.0,B
6685_B,B,985.0,27.0,B
6686_W,W,-4.0,12.0,B
6686_B,B,996.0,12.0,B
6687_W,W,4.0,6.0,B
6687_B,B,998.0,12.0,B
6688_W,W,-9.0,17.0,B
6688_B,B,998.0,10.0,B
6689_W,W,-14.0,26.0,B
6689_B,B,972.0,40.0,B
6690_W,W,987.0,27.0,W
6690_B,B,-1.0,13.0,W
6691_W,W,-999.0,9.0,B
6691_B,B,-1.0,9.0,B
6692_W,W,989.0,23.0,W
6692_B,B,-15.0,25.0,W
6693_W,W,1000.0,8.0,W
6693_B,B,2.0,4.0,W
6694_W,W,2.0,8.0,B
6694_B,B,984.0,26.0,B
6695_W,W,995.0,19.0,W
6695_B,B,-14.0,26.0,W
6696_W,W,1002.0,6.0,W
6696_B,B,0.0,6.0,W
6697_W,W,-12.0,18.0,B
6697_B,B,998.0,8.0,B
6698_W,W,999.0,13.0,W
6698_B,B,-3.0,13.0,W
6699_W,W,-1.0,11.0,B
6699_B,B,999.0,11.0,B
6700_W,W,-1.0,11.0,W
6700_B,B,-1002.0,12.0,W
6701_W,W,998.0,14.0,W
6701_B,B,-10.0,20.0,W
6702_W,W,1002.0,10.0,W
6702_B,B,-3.0,13.0,W
6703_W,W,997.0,13.0,W
6703_B,B,-8.0,16.0,W
6704_W,W,995.0,15.0,W
6704_B,B,-7.0,15.0,W
6705_W,W,995.0,13.0,W
6705_B,B,-4.0,10.0,W
6706_W,W,1001.0,7.0,W
6706_B,B,-15.0,21.0,W
6707_W,W,2.0,8.0,B
6707_B,B,994.0,16.0,B
6708_W,W,-10.0,18.0,B
6708_B,B,992.0,16.0,B
6709_W,W,-1004.0,14.0,B
6709_B,B,-9.0,17.0,B
6710_W,W,1001.0,11.0,W
6710_B,B,-19.0,29.0,W
6711_W,W,993.0,21.0,W
6711_B,B,-4.0,16.0,W
6712_W,W,985.0,27.0,W
6712_B,B,-1.0,11.0,W
6713_W,W,985.0,27.0,W
6713_B,B,-7.0,17.0,W
6714_W,W,979.0,33.0,W
6714_B,B,-20.0,30.0,W
6715_W,W,996.0,16.0,W
6715_B,B,-11.0,21.0,W
6716_W,W,992.0,20.0,W
6716_B,B,-13.0,23.0,W
6717_W,W,1002.0,6.0,W
6717_B,B,-2.0,8.0,W
6718_W,W,-8.0,16.0,B
6718_B,B,997.0,11.0,B
6719_W,W,-2.0,14.0,B
6719_B,B,1003.0,9.0,B
6720_W,W,-14.0,26.0,B
6720_B,B,984.0,28.0,B
6721_W,W,-4.0,14.0,B
6721_B,B,987.0,23.0,B
6722_W,W,0.0,8.0,B
6722_B,B,990.0,18.0,B
6723_W,W,2.0,4.0,B
6723_B,B,999.0,7.0,B
6724_W,W,-5.0,17.0,B
6724_B,B,992.0,20.0,B
6725_W,W,-5.0,13.0,B
6725_B,B,992.0,16.0,B
6726_W,W,997.0,13.0,W
6726_B,B,-3.0,11.0,W
6727_W,W,1000.0,14.0,W
6727_B,B,-8.0,20.0,W
6728_W,W,990.0,22.0,W
6728_B,B,1.0,9.0,W
6729_W,W,-12.0,22.0,B
6729_B,B,983.0,27.0,B
6730_W,W,1.0,7.0,B
6730_B,B,987.0,21.0,B
6731_W,W,-1013.0,23.0,B
6731_B,B,-4.0,12.0,B
6732_W,W,980.0,34.0,W
6732_B,B,-12.0,24.0,W
6733_W,W,-40.0,54.0,B
6733_B,B,976.0,38.0,B
6734_W,W,-2.0,10.0,B
6734_B,B,991.0,17.0,B
6735_W,W,995.0,13.0,W
6735_B,B,1.0,5.0,W
6736_W,W,1002.0,10.0,W
6736_B,B,-11.0,21.0,W
6737_W,W,-7.0,19.0,B
6737_B,B,984.0,28.0,B
6738_W,W,991.0,19.0,W
6738_B,B,0.0,8.0,W
6739_W,W,1001.0,13.0,W
6739_B,B,-27.0,39.0,W
6740_W,W,996.0,16.0,W
6740_B,B,-13.0,23.0,W
6741_W,W,997.0,11.0,W
6741_B,B,-7.0,13.0,W
6742_W,W,-9.0,19.0,B
6742_B,B,988.0,22.0,B
6743_W,W,3.0,7.0,B
6743_B,B,988.0,22.0,B
6744_W,W,-5.0,15.0,B
6744_B,B,976.0,34.0,B
6745_W,W,-2.0,12.0,B
6745_B,B,988.0,22.0,B
6746_W,W,-19.0,31.0,B
6746_B,B,988.0,24.0,B
6747_W,W,-22.0,34.0,B
6747_B,B,991.0,21.0,B
6748_W,W,990.0,20.0,W
6748_B,B,1.0,7.0,W
6749_W,W,0.0,12.0,B
6749_B,B,995.0,17.0,B
6750_W,W,-1041.0,51.0,B
6750_B,B,-34.0,42.0,B
6751_W,W,1.0,7.0,B
6751_B,B,995.0,13.0,B
6752_W,W,-6.0,14.0,B
6752_B,B,995.0,13.0,B
6753_W,W,-25.0,37.0,B
6753_B,B,1004.0,8.0,B
6754_W,W,1001.0,11.0,W
6754_B,B,-8.0,18.0,W
6755_W,W,994.0,18.0,W
6755_B,B,-7.0,17.0,W
6756_W,W,992.0,18.0,W
6756_B,B,-12.0,20.0,W
6757_W,W,944.0,68.0,W
6757_B,B,-23.0,33.0,W
6758_W,W,992.0,16.0,W
6758_B,B,0.0,6.0,W
6759_W,W,-2.0,8.0,B
6759_B,B,1001.0,5.0,B
6760_W,W,-1006.0,16.0,B
6760_B,B,-5.0,13.0,B
6761_W,W,-2.0,10.0,B
6761_B,B,996.0,12.0,B
6762_W,W,1003.0,7.0,W
6762_B,B,-7.0,15.0,W
6763_W,W,987.0,23.0,W
6763_B,B,-14.0,22.0,W
6764_W,W,998.0,14.0,W
6764_B,B,-1.0,11.0,W
6765_W,W,996.0,12.0,W
6765_B,B,3.0,3.0,W
6766_W,W,1001.0,11.0,W
6766_B,B,-6.0,16.0,W
6767_W,W,-3.0,13.0,B
6767_B,B,993.0,17.0,B
6768_W,W,-1.0,7.0,B
6768_B,B,1001.0,5.0,B
6769_W,W,-6.0,16.0,B
6769_B,B,997.0,13.0,B
6770_W,W,998.0,14.0,W
6770_B,B,-1.0,11.0,W
6771_W,W,1004.0,4.0,W
6771_B,B,2.0,4.0,W
6772_W,W,990.0,22.0,W
6772_B,B,-7.0,17.0,W
6773_W,W,991.0,21.0,W
6773_B,B,2.0,8.0,W
6774_W,W,2.0,8.0,B
6774_B,B,1003.0,7.0,B
6775_W,W,988.0,24.0,W
6775_B,B,0.0,10.0,W
6776_W,W,-1011.0,21.0,B
6776_B,B,2.0,6.0,B
6777_W,W,2.0,6.0,B
6777_B,B,994.0,14.0,B
6778_W,W,1000.0,12.0,W
6778_B,B,2.0,8.0,W
6779_W,W,993.0,17.0,W
6779_B,B,-6.0,14.0,W
6780_W,W,1000.0,6.0,W
6780_B,B,-3.0,7.0,W
6781_W,W,1001.0,9.0,W
6781_B,B,2.0,6.0,W
6782_W,W,998.0,14.0,W
6782_B,B,-6.0,16.0,W
6783_W,W,989.0,23.0,W
6783_B,B,-7.0,17.0,W
6784_W,W,1001.0,9.0,W
6784_B,B,-8.0,16.0,W
6785_W,W,985.0,27.0,W
6785_B,B,-10.0,20.0,W
6786_W,W,1005.0,7.0,W
6786_B,B,-6.0,16.0,W
6787_W,W,-1007.0,19.0,B
6787_B,B,-3.0,13.0,B
6788_W,W,986.0,26.0,W
6788_B,B,4.0,6.0,W
6789_W,W,979.0,31.0,W
6789_B,B,-7.0,15.0,W
6790_W,W,971.0,41.0,W
6790_B,B,-14.0,24.0,W
6791_W,W,1003.0,5.0,W
6791_B,B,2.0,4.0,W
6792_W,W,-2.0,10.0,B
6792_B,B,1002.0,6.0,B
6793_W,W,987.0,25.0,W
6793_B,B,0.0,10.0,W
6794_W,W,993.0,21.0,W
6794_B,B,-6.0,18.0,W
6795_W,W,-11.0,23.0,B
6795_B,B,993.0,19.0,B
6796_W,W,-10.0,20.0,B
6796_B,B,995.0,15.0,B
6797_W,W,997.0,13.0,W
6797_B,B,-15.0,23.0,W
6798_W,W,-7.0,19.0,B
6798_B,B,997.0,15.0,B
6799_W,W,990.0,18.0,W
6799_B,B,-2.0,8.0,W
6800_W,W,-1028.0,38.0,B
6800_B,B,-5.0,13.0,B
6801_W,W,-9.0,21.0,B
6801_B,B,993.0,19.0,B
6802_W,W,0.0,8.0,B
6802_B,B,996.0,12.0,B
6803_W,W,-12.0,22.0,B
6803_B,B,987.0,23.0,B
6804_W,W,1002.0,10.0,W
6804_B,B,-15.0,25.0,W
6805_W,W,1002.0,6.0,W
6805_B,B,-14.0,20.0,W
6806_W,W,997.0,13.0,W
6806_B,B,-5.0,13.0,W
6807_W,W,-1020.0,30.0,B
6807_B,B,-14.0,22.0,B
6808_W,W,1001.0,7.0,W
6808_B,B,-2.0,8.0,W
6809_W,W,-9.0,21.0,B
6809_B,B,991.0,21.0,B
6810_W,W,994.0,20.0,W
6810_B,B,-6.0,18.0,W
6811_W,W,985.0,25.0,W
6811_B,B,-15.0,23.0,W
6812_W,W,-26.0,36.0,B
6812_B,B,996.0,14.0,B
6813_W,W,995.0,19.0,W
6813_B,B,-4.0,16.0,W
6814_W,W,993.0,19.0,W
6814_B,B,-14.0,24.0,W
6815_W,W,-1002.0,12.0,B
6815_B,B,-4.0,12.0,B
6816_W,W,991.0,21.0,W
6816_B,B,-4.0,14.0,W
6817_W,W,996.0,12.0,W
6817_B,B,-2.0,8.0,W
6818_W,W,-6.0,16.0,B
6818_B,B,993.0,17.0,B
6819_W,W,999.0,11.0,W
6819_B,B,-3.0,11.0,W
6820_W,W,1002.0,10.0,W
6820_B,B,-2.0,12.0,W
6821_W,W,-7.0,19.0,B
6821_B,B,995.0,17.0,B
6822_W,W,988.0,22.0,W
6822_B,B,-6.0,14.0,W
6823_W,W,-28.0,38.0,B
6823_B,B,997.0,13.0,B
6824_W,W,987.0,25.0,W
6824_B,B,-4.0,14.0,W
6825_W,W,993.0,15.0,W
6825_B,B,-3.0,9.0,W
6826_W,W,996.0,12.0,W
6826_B,B,-8.0,14.0,W
6827_W,W,991.0,21.0,W
6827_B,B,-2.0,12.0,W
6828_W,W,1000.0,10.0,W
6828_B,B,-4.0,12.0,W
6829_W,W,-12.0,24.0,B
6829_B,B,993.0,19.0,B
6830_W,W,-3.0,15.0,B
6830_B,B,1001.0,11.0,B
6831_W,W,1002.0,4.0,W
6831_B,B,-6.0,10.0,W
6832_W,W,1000.0,12.0,W
6832_B,B,-14.0,24.0,W
6833_W,W,998.0,8.0,W
6833_B,B,2.0,2.0,W
6834_W,W,1002.0,6.0,W
6834_B,B,0.0,6.0,W
6835_W,W,2.0,8.0,B
6835_B,B,991.0,19.0,B
6836_W,W,-3.0,13.0,B
6836_B,B,1001.0,9.0,B
6837_W,W,-5.0,15.0,B
6837_B,B,990.0,20.0,B
6838_W,W,995.0,13.0,W
6838_B,B,2.0,4.0,W
6839_W,W,-5.0,15.0,W
6839_B,B,-1011.0,21.0,W
6840_W,W,-1009.0,19.0,B
6840_B,B,-7.0,15.0,B
6841_W,W,993.0,15.0,W
6841_B,B,-2.0,8.0,W
6842_W,W,996.0,12.0,W
6842_B,B,-7.0,13.0,W
6843_W,W,-5.0,17.0,B
6843_B,B,994.0,18.0,B
6844_W,W,-5.0,15.0,B
6844_B,B,1000.0,10.0,B
6845_W,W,992.0,22.0,W
6845_B,B,2.0,10.0,W
6846_W,W,-8.0,16.0,B
6846_B,B,1000.0,8.0,B
6847_W,W,-1015.0,25.0,B
6847_B,B,-14.0,22.0,B
6848_W,W,996.0,18.0,W
6848_B,B,-22.0,34.0,W
6849_W,W,-4.0,16.0,B
6849_B,B,991.0,21.0,B
6850_W,W,0.0,10.0,B
6850_B,B,996.0,14.0,B
6851_W,W,990.0,22.0,W
6851_B,B,-1.0,11.0,W
6852_W,W,993.0,21.0,W
6852_B,B,-1.0,13.0,W
6853_W,W,1001.0,7.0,W
6853_B,B,-4.0,10.0,W
6854_W,W,1.0,11.0,B
6854_B,B,991.0,21.0,B
6855_W,W,997.0,13.0,W
6855_B,B,-4.0,12.0,W
6856_W,W,-3.0,13.0,B
6856_B,B,999.0,11.0,B
6857_W,W,1004.0,10.0,W
6857_B,B,0.0,12.0,W
6858_W,W,993.0,17.0,W
6858_B,B,-3.0,11.0,W
6859_W,W,-3.0,17.0,B
6859_B,B,993.0,21.0,B
6860_W,W,-2.0,14.0,B
6860_B,B,993.0,19.0,B
6861_W,W,990.0,18.0,W
6861_B,B,1.0,5.0,W
6862_W,W,1.0,9.0,B
6862_B,B,995.0,15.0,B
6863_W,W,-3.0,9.0,B
6863_B,B,1003.0,3.0,B
6864_W,W,1002.0,8.0,W
6864_B,B,-2.0,10.0,W
6865_W,W,1000.0,10.0,W
6865_B,B,-2.0,10.0,W
6866_W,W,994.0,18.0,W
6866_B,B,-21.0,31.0,W
6867_W,W,-5.0,17.0,B
6867_B,B,995.0,17.0,B
6868_W,W,999.0,13.0,W
6868_B,B,2.0,8.0,W
6869_W,W,-1022.0,32.0,B
6869_B,B,-3.0,11.0,B
6870_W,W,-18.0,28.0,B
6870_B,B,991.0,19.0,B
6871_W,W,-1005.0,15.0,B
6871_B,B,-7.0,15.0,B
6872_W,W,-4.0,12.0,B
6872_B,B,999.0,9.0,B
6873_W,W,1.0,11.0,B
6873_B,B,1002.0,10.0,B
6874_W,W,6.0,6.0,B
6874_B,B,991.0,21.0,B
6875_W,W,1000.0,12.0,W
6875_B,B,3.0,7.0,W
6876_W,W,1001.0,13.0,W
6876_B,B,2.0,10.0,W
6877_W,W,-2.0,12.0,B
6877_B,B,1000.0,10.0,B
6878_W,W,-4.0,12.0,B
6878_B,B,1003.0,5.0,B
6879_W,W,-1007.0,17.0,B
6879_B,B,1.0,7.0,B
6880_W,W,0.0,8.0,B
6880_B,B,1000.0,8.0,B
6881_W,W,995.0,17.0,W
6881_B,B,-2.0,12.0,W
6882_W,W,990.0,24.0,W
6882_B,B,-8.0,20.0,W
6883_W,W,-1.0,11.0,B
6883_B,B,1000.0,10.0,B
6884_W,W,999.0,13.0,W
6884_B,B,-7.0,17.0,W
6885_W,W,1.0,9.0,B
6885_B,B,1003.0,7.0,B
6886_W,W,-7.0,19.0,B
6886_B,B,987.0,25.0,B
6887_W,W,-7.0,15.0,B
6887_B,B,996.0,12.0,B
6888_W,W,989.0,21.0,W
6888_B,B,-3.0,11.0,W
6889_W,W,-14.0,26.0,B
6889_B,B,992.0,20.0,B
6890_W,W,-8.0,18.0,B
6890_B,B,982.0,28.0,B
6891_W,W,5.0,7.0,B
6891_B,B,997.0,15.0,B
6892_W,W,1001.0,11.0,W
6892_B,B,-15.0,25.0,W
6893_W,W,998.0,10.0,W
6893_B,B,-2.0,8.0,W
6894_W,W,986.0,24.0,W
6894_B,B,-12.0,20.0,W
6895_W,W,998.0,14.0,W
6895_B,B,2.0,8.0,W
6896_W,W,987.0,25.0,W
6896_B,B,-2.0,12.0,W
6897_W,W,-1022.0,32.0,B
6897_B,B,1.0,7.0,B
6898_W,W,992.0,20.0,W
6898_B,B,-14.0,24.0,W
6899_W,W,999.0,15.0,W
6899_B,B,2.0,10.0,W
6900_W,W,-10.0,22.0,B
6900_B,B,997.0,15.0,B
6901_W,W,-2.0,10.0,B
6901_B,B,988.0,20.0,B
6902_W,W,996.0,14.0,W
6902_B,B,-1.0,9.0,W
6903_W,W,1000.0,10.0,W
6903_B,B,-11.0,19.0,W
6904_W,W,-11.0,25.0,B
6904_B,B,999.0,15.0,B
6905_W,W,-2.0,12.0,B
6905_B,B,958.0,52.0,B
6906_W,W,997.0,13.0,W
6906_B,B,3.0,5.0,W
6907_W,W,1002.0,8.0,W
6907_B,B,3.0,5.0,W
6908_W,W,-8.0,20.0,B
6908_B,B,984.0,28.0,B
6909_W,W,983.0,27.0,W
6909_B,B,-2.0,10.0,W
6910_W,W,-1018.0,28.0,B
6910_B,B,-4.0,12.0,B
6911_W,W,0.0,10.0,B
6911_B,B,992.0,18.0,B
6912_W,W,1000.0,8.0,W
6912_B,B,-7.0,13.0,W
6913_W,W,-14.0,28.0,B
6913_B,B,995.0,19.0,B
6914_W,W,-9.0,17.0,B
6914_B,B,999.0,9.0,B
6915_W,W,996.0,14.0,W
6915_B,B,1.0,7.0,W
6916_W,W,1003.0,3.0,W
6916_B,B,2.0,2.0,W
6917_W,W,983.0,27.0,W
6917_B,B,-4.0,12.0,W
6918_W,W,-8.0,18.0,B
6918_B,B,988.0,22.0,B
6919_W,W,991.0,17.0,W
6919_B,B,-14.0,20.0,W
6920_W,W,-4.0,16.0,B
6920_B,B,1001.0,11.0,B
6921_W,W,995.0,15.0,W
6921_B,B,-5.0,13.0,W
6922_W,W,-3.0,15.0,B
6922_B,B,1004.0,8.0,B
6923_W,W,970.0,42.0,W
6923_B,B,-19.0,29.0,W
6924_W,W,998.0,16.0,W
6924_B,B,-7.0,19.0,W
6925_W,W,-9.0,21.0,B
6925_B,B,997.0,15.0,B
6926_W,W,991.0,21.0,W
6926_B,B,-12.0,22.0,W
6927_W,W,-13.0,25.0,B
6927_B,B,991.0,21.0,B
6928_W,W,-3.0,11.0,B
6928_B,B,990.0,18.0,B
6929_W,W,-5.0,15.0,B
6929_B,B,1001.0,9.0,B
6930_W,W,-1005.0,17.0,B
6930_B,B,-7.0,17.0,B
6931_W,W,-5.0,17.0,B
6931_B,B,993.0,19.0,B
6932_W,W,987.0,23.0,W
6932_B,B,-2.0,10.0,W
6933_W,W,1.0,11.0,B
6933_B,B,984.0,28.0,B
6934_W,W,1000.0,12.0,W
6934_B,B,-5.0,15.0,W
6935_W,W,1000.0,14.0,W
6935_B,B,-4.0,16.0,W
6936_W,W,996.0,14.0,W
6936_B,B,-4.0,12.0,W
6937_W,W,994.0,18.0,W
6937_B,B,-3.0,13.0,W
6938_W,W,973.0,39.0,W
6938_B,B,-16.0,26.0,W
6939_W,W,2.0,8.0,B
6939_B,B,1001.0,9.0,B
6940_W,W,-1.0,7.0,B
